year,ceremony,category,nominee,film,winner,source_url
1955,1955,D.W. Griffith Award,Henry King,,1,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,D.W. Griffith Award,8th Annual Directors Guild of America Awards,,1,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Michael Anderson,Around the World in 80 Days,1,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,John Ford,The Searchers,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Alfred Hitchcock,The Trouble with Harry,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,John Huston,Moby Dick,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Nunnally Johnson,The Man in the Gray Flannel Suit,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Henry King,Carousel,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Walter Lang,The King and I,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Joshua Logan,Bus Stop,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Daniel Mann,Teahouse of the August Moon,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Carol Reed,Trapeze,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Robert Rossen,Alexander the Great,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Roy Rowland,Meet Me in Las Vegas,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,George Sidney,The Eddy Duchin Story,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,King Vidor,War and Peace,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,Robert Wise,Somebody Up There Likes Me,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Website - Feature Film,William Wyler,Friendly Persuasion,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Feature Film - Television,George Archainbaud,"Tales of the 77th Bengal Lancers for ""The Traitor""",1,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Feature Film - Television,Robert Florey,On Trial for The De Santre Affair,0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Feature Film - Television,Norman Foster,"The Loretta Young Show for ""The Cardinal's Secret""",0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Feature Film - Television,Lesley Selander,"Lassie for ""Friendship""",0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,Feature Film - Television,Robert Stevens,"Alfred Hitchcock Presents for ""Never Again""",0,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,D.W. Griffith Award,King Vidor,,1,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,D.W. Griffith Award,Donald Crisp,,1,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1956,1956,D.W. Griffith Award,9th Annual Directors Guild of America Awards,,1,https://en.wikipedia.org/wiki/9th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,George Cukor,Les Girls,1,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,Stanley Donen,Funny Face,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,José Ferrer,The Great Man,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,John Huston,"Heaven Knows, Mr. Allison",0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,Elia Kazan,A Face in the Crowd,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,Stanley Kramer,The Pride and the Passion,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,Joshua Logan,Sayonara,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,Sidney Lumet,12 Angry Men,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,Anthony Mann,Men in War,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,Leo McCarey,An Affair to Remember,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
1957,1957,Website - Feature Film,Robert Mulligan,Fear Strikes Out,0,https://en.wikipedia.org/wiki/10th_Directors_Guild_of_America_Awards
