year,film,person,is_winner,raw_text,source_url
,2020,Han Ka-ram,False,40 | 2020 | Han Ka-ram | Our Body | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,East Asia Anti-Japan Armed Front,,False,Kim Mi-re | East Asia Anti-Japan Armed Front | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Park Yun-jin,False,41 | 2021 | Park Yun-jin | People in Elancia | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Gull,,False,Kim Mi-jo | Gull | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,"Kim Dong-ryeong, Park Gyeong-tae",False,"42 | 2022 | Kim Dong-ryeong, Park Gyeong-tae | The Pregnant Tree And The Goblin | [ 7 ]",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,I am More,,False,Lee Il-ha | I am More,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Kim Sae-in,False,43 | 2023 | Kim Sae-in (Feature Film Category) | The Apartment with Two Women | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Soup and Ideology,,False,Yang Young-hee (Documentary Category) | Soup and Ideology,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Jeong Ji-hye,False,44 | 2024 | Jeong Ji-hye (Feature Film Category) | Jeong-Sun | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,FC Sukhavati,,False,"Sun Seon-bin, Nabaru (Documentary Category) | FC Sukhavati",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Grain in Ear,False,26 | 2006 | Grain in Ear | Zhang Lu | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,My Dear Enemy,False,28 | 2008 | My Dear Enemy | Lee Yoon-ki | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Breathless,False,29 | 2009 | Breathless | Yang Ik-june | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,A Brand New Life,False,30 | 2010 | A Brand New Life | Ounie Lecomte | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Poongsan,False,31 | 2011 | Poongsan | Juhn Jai-hong | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Pietà,False,32 | 2012 | Pietà | Kim Ki-duk | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Jiseul,False,33 | 2013 | Jiseul | O Muel | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,The Fake,False,34 | 2014 | The Fake | Yeon Sang-ho | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,A Midsummer's Fantasia,False,35 | 2015 | A Midsummer's Fantasia | Jang Kun-jae | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Okja,False,37 | 2017 | Okja | Bong Joon-ho | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Burning,False,38 | 2018 | Burning | Lee Chang-dong | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,House of Hummingbird,False,39 | 2019 | House of Hummingbird | Kim Bora | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,The Woman Who Ran,False,40 | 2020 | The Woman Who Ran | Hong Sang-soo | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,The Book of Fish,False,41 | 2021 | The Book of Fish | Lee Joon-ik | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Cassiopeia,False,42 | 2022 | Cassiopeia (Domestic) | Shin Yeon-shick | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Kogonada,,False,After Yang (Foreign) | Kogonada,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Justin Chon,,False,Blue Bayou (Foreign) | Justin Chon,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,The Hill of Secrets,False,43 | 2023 | The Hill of Secrets (Domestic) | Lee Ji-eun | [ 11 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Anthony Shim,,False,Riceboy Sleeps (Foreign) | Anthony Shim,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Concerning My Daughter,False,44 | 2024 | Concerning My Daughter (Domestic) | Lee Mi-rang | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Julie Ha and Eugene Yi,,False,Free Chol Soo Lee (Foreign) | Julie Ha and Eugene Yi,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2025,No Other Choice,False,45 | 2025 | No Other Choice (Domestic) | Park Chan-wook | [ 10 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Maggie Kang and Chris Appelhans,,False,KPop Demon Hunters (Foreign) | Maggie Kang and Chris Appelhans,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1980,Jung Jin-woo,False,1 | 1980 | Jung Jin-woo |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1986,Hwang Gi-seong,False,6 | 1986 | Hwang Gi-seong | Mother | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1987,Kang Dae-jin,False,7 | 1987 | Kang Dae-jin |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1988,Lee Tae-won,False,8 | 1988 | Lee Tae-won (Taehung Pictures) |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1989,Kim So-dong,False,9 | 1989 | Kim So-dong |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1990,Lee Tae-won,False,10 | 1990 | Lee Tae-won |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Why Has Bodhi-Dharma Left for the East?,,False,— N/a | Why Has Bodhi-Dharma Left for the East? | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1993,Do Dong-hwan,False,13 | 1993 | Do Dong-hwan |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1997,Kim Soo-jung,False,17 | 1997 | Kim Soo-jung (animation) |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1999,"Kang Je-gyu , Byeon Mu-rim",False,"19 | 1999 | Kang Je-gyu , Byeon Mu-rim | Shiri | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,Byun Young-joo,False,20 | 2000 | Byun Young-joo | My Own Breathing | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2001,N/a,False,21 | 2001 | — N/a | Friend | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2002,Jung So-young,False,22 | 2002 | Jung So-young | Love Me Once Again | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2004,Kim Dong-won,False,24 | 2004 | Kim Dong-won | Repatriation | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Shim Jae-myung,False,"31 | 2011 | Shim Jae-myung | Leafie, A Hen into the Wild | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Oh Heung-seok,False,32 | 2012 | Oh Heung-seok (art direction) | Masquerade | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Park Chul-soo,False,33 | 2013 | Park Chul-soo |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Hong Ki-seon,False,38 | 2018 | Hong Ki-seon | The Discloser | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1983,Seok Geum-seong,False,"3 | 1983 | Seok Geum-seong ( Sea Gull, Don't Fly Away ) | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1991,Shin Seong-il,False,11 | 1991 | Shin Seong-il | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1992,Lee Woo-seok,False,12 | 1992 | Lee Woo-seok (Dong-A Export Co.) | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1994,Chung Ji-young,False,14 | 1994 | Chung Ji-young | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1995,Lee Chang-geun,False,15 | 1995 | Lee Chang-geun | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1996,Boim,False,16 | 1996 | Boim ( The Murmuring ) | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1998,Kim Ki-young,False,18 | 1998 | Kim Ki-young | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,Kim Ji-mee,False,20 | 2000 | Kim Ji-mee | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2005,Kim Jong-won,False,25 | 2005 | Kim Jong-won | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Lee Kyung-ja,False,26 | 2006 | Lee Kyung-ja | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,Choi Eun-hee,False,28 | 2008 | Choi Eun-hee | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Jung Il-sung,False,34 | 2014 | Jung Il-sung (cinematographer) | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Jung Jin-woo,False,35 | 2015 | Jung Jin-woo (director) | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Yoon Jeong-hee,False,38 | 2018 | Yoon Jeong-hee (actress) | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Um Aing-ran,False,39 | 2019 | Um Aing-ran (actress) | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Kim Jong-won,False,40 | 2020 | Kim Jong-won (critic) | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Yoon Il-bong,False,41 | 2021 | Yoon Il-bong | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2007,Yu Hyun-mok,False,27 | 2007 | Yu Hyun-mok | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Kim Soo-yong,False,29 | 2009 | Kim Soo-yong | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Shin Young-kyun,False,30 | 2010 | Shin Young-kyun | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Jeong Chang-hwa,False,31 | 2011 | Jeong Chang-hwa | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Hwang Jeong-sun,False,32 | 2012 | Hwang Jeong-sun | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Shin Seong-il,False,33 | 2013 | Shin Seong-il | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,Im Kwon-taek,False,36 | 2016 | Im Kwon-taek | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,CJ CGV Star Award,False,"33 | 2013 | CJ CGV Star Award | Lee Jung-jae | The Face Reader , New World | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Special Appreciation Plaque,False,35 | 2015 | Special Appreciation Plaque | Ahn Sung-ki |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Korean Association of Film 10 selections of Kim Hyun-seung,False,42 | 2022 | Korean Association of Film 10 selections of Kim Hyun-seung |  | Hansan: Rising Dragon | [ 12 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Ahn Seung-beom,False,29 | 2009 | Ahn Seung-beom | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Lee Ji-hyun,False,30 | 2010 | Lee Ji-hyun | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Yoon Sung-eun,False,31 | 2011 | Yoon Sung-eun | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Lee Dae-yeon,False,32 | 2012 | Lee Dae-yeon | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Sung Jin-soo,False,33 | 2013 | Sung Jin-soo | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Song A-reum,False,34 | 2014 | Song A-reum | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Moon Sung-hoon,False,35 | 2015 | Moon Sung-hoon | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Cho Han-ki,False,38 | 2018 | Cho Han-ki | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Jung Woo-sung,False,41 | 2021 | Jung Woo-sung | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Kim Hyun-seung,False,42 | 2022 | Kim Hyun-seung | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1980,Kramer vs. Kramer,False,1 | 1980 | Kramer vs. Kramer | Robert Benton | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1981,Tess,False,2 | 1981 | Tess | Roman Polanski | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1983,Close Encounters of the Third Kind,False,3 | 1983 | Close Encounters of the Third Kind | Steven Spielberg | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1984,The Woman Next Door,False,4 | 1984 | The Woman Next Door | François Truffaut | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
