year,ceremony,category,nominee,film,country,winner,source_url
2020,BIFA 2020,Best British Independent Film,,"Remi Weekes, Aidan Elliott, Martin Gentles, Arnon Milchan, Edward King and Roy Lee",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2020,BIFA 2020,Best British Independent Film,,"Rose Glass, Andrea Cornwell and Oliver Kassman",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2020,BIFA 2020,Best Supporting Actor,D'angelou Osei Kissiedu,Rocks,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2020,BIFA 2020,Best Supporting Actor,Calm with Horses,Dymphna,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2020,BIFA 2020,Best Supporting Actor,County Lines,Simon,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2020,BIFA 2020,Best Supporting Actor,Mogul Mowgli,Bashir,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2020,BIFA 2020,Best Supporting Actor,The Courier,Oleg Penkovsky,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2020,BIFA 2020,Best Supporting Actress,Kosar Ali,Rocks,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2020,BIFA 2020,Best Supporting Actress,Calm with Horses,Ursula,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2020,BIFA 2020,Best Supporting Actress,County Lines,Tony,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2020,BIFA 2020,Best Supporting Actress,Kindred,Margaret,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2020,BIFA 2020,Best Supporting Actress,Saint Maud,Amanda,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2021,BIFA 2021,Best Actor,Adeel Akhtar,Ali & Ava,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2021,BIFA 2021,Best Actor,Boiling Point,Andy Jones,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2021,BIFA 2021,Best Actor,Encounter,Malik Kahn,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2021,BIFA 2021,Best Actor,Nowhere Special,John,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2021,BIFA 2021,Best Actor,The Nest,Rory O'Hara,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2021,BIFA 2021,Best Actress,Joanna Scanlan,After Love,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2021,BIFA 2021,Best Actress,Ali & Ava,Ava,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2021,BIFA 2021,Best Actress,Belfast,Ma,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2021,BIFA 2021,Best Actress,The Nest,Allison O'Hara,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2021,BIFA 2021,Best Actress,True Things,Kate,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2021,BIFA 2021,Best British Independent Film,,After Love,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2021,BIFA 2021,Best British Independent Film,,Clio Barnard and Tracy O'Riordan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2021,BIFA 2021,Best British Independent Film,,"Philip Barantini, James Cummings, Bart Ruspoli and Hester Ruoff",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2021,BIFA 2021,Best British Independent Film,,"Sean Durkin, Ed Guiney, Derrin Schlesinger, Rose Garnett, Amy Jackson and Christina Piovesan",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2021,BIFA 2021,Best British Independent Film,,"Joanna Hogg, Ed Guiney, Emma Norton, Andrew Lowe and Luke Schiller",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2021,BIFA 2021,Best Supporting Actor,Talid Ariss,After Love,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2021,BIFA 2021,Best Supporting Actor,Belfast,Pop,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2021,BIFA 2021,Best Supporting Actor,Boiling Point,Freeman,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2021,BIFA 2021,Best Supporting Actor,Encounter,Jay Kahn,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2021,BIFA 2021,Best Supporting Actor,The Souvenir Part II,Patrick,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2021,BIFA 2021,Best Supporting Actress,Vinette Robinson,Boiling Point,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2021,BIFA 2021,Best Supporting Actress,After Love,Genevieve,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2021,BIFA 2021,Best Supporting Actress,Belfast,Buddy's grandmother,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2021,BIFA 2021,Best Supporting Actress,Sweetheart,Tina,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2021,BIFA 2021,Best Supporting Actress,The Souvenir Part II,Rosalind,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2022,BIFA 2022,Best British Independent Film,,Aftersun,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2022,BIFA 2022,Best British Independent Film,,Georgia Oakley and Hélène Sifre,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2022,BIFA 2022,Best British Independent Film,,"Sophie Hyde, Katy Brand, Debbie Gray and Adrian Politowski",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2022,BIFA 2022,Best British Independent Film,,"Oliver Hermanus, Kazuo Ishiguro, Stephen Woolley and Elizabeth Karlsen",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2022,BIFA 2022,Best British Independent Film,,"Sebastián Lelio, Emma Donoghue, Alice Birch, Juliette Howell, Andrew Lowe, Tessa Ross and Ed Guiney",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2023,BIFA 2023,Best British Independent Film,,All of Us Strangers,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2023,BIFA 2023,Best British Independent Film,,"Sam H. Freeman, Ng Choon Ping, Myles Payne and Sam Ritzenberg",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2023,BIFA 2023,Best British Independent Film,,"Molly Manning Walker, Ivana MacKinnon, Emily Leo and Konstantinos Kontovrakis",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2023,BIFA 2023,Best British Independent Film,,"Raine Allen-Miller, Nathan Bryon, Tom Melia, Yvonne Isimeme Ibazebo and Damian Jones",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2023,BIFA 2023,Best British Independent Film,,Charlotte Regan and Theo Barrowclough,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2024,BIFA 2024,Best British Independent Film,,Kneecap,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2024,BIFA 2024,Best British Independent Film,,"Rose Glass, Weronika Tofilska, Andrea Cornwell and Oliver Kassman",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2024,BIFA 2024,Best British Independent Film,,"Rungano Nyoni, Tim Cole, Ed Guiney and Andrew Lowe",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2024,BIFA 2024,Best British Independent Film,,"Nora Fingscheidt, Amy Liptrot, Sarah Brocklehurst, Dominic Norris, Jack Lowden and Saoirse Ronan",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2024,BIFA 2024,Best British Independent Film,,"Sandhya Suri, Mike Goodridge, James Bowsher, Balthazar de Ganay and Alan McAlex",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2025,BIFA 2025,Best British Independent Film,,Pillion,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2025,BIFA 2025,Best British Independent Film,,"James Griffiths, Tom Basden, Tim Key and Rupert Majendie",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2025,BIFA 2025,Best British Independent Film,,"Kirk Jones, Georgia Bayliff and Piers Tempest",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2025,BIFA 2025,Best British Independent Film,,"Akinola Davies Jr., Wale Davies, Rachel Dargavel and Funmbi Ogunbanwo",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2025,BIFA 2025,Best British Independent Film,,"Harris Dickinson, Archie Pearch and Scott O'Donnell",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
