year,film,person,is_winner,raw_text,source_url
,Vinod Chopra Productions – Vidhu Vinod Chopra,,False,Munna Bhai M.B.B.S. | Vinod Chopra Productions – Vidhu Vinod Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"MD Productions – Sunil Manchanda , Mukesh Talreja",,False,"Tere Naam | MD Productions – Sunil Manchanda , Mukesh Talreja",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Yash Raj Films – Yash Chopra , Aditya Chopra",,True,"Veer-Zaara | Yash Raj Films – Yash Chopra , Aditya Chopra",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Yash Raj Films – Yash Chopra , Aditya Chopra",,False,"Dhoom | Yash Raj Films – Yash Chopra , Aditya Chopra",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Yash Raj Films – Yash Chopra,,False,Hum Tum | Yash Raj Films – Yash Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Red Chillies Entertainment – Shahrukh Khan , Gauri Khan",,False,"Main Hoon Na | Red Chillies Entertainment – Shahrukh Khan , Gauri Khan",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Ashutosh Gowariker Productions – Ashutosh Gowariker,,False,Swades | Ashutosh Gowariker Productions – Ashutosh Gowariker,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,SLB Films – Sanjay Leela Bhansali,,True,Black | SLB Films – Sanjay Leela Bhansali,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Yash Raj Films – Yash Chopra , Aditya Chopra",,False,"Bunty Aur Babli | Yash Raj Films – Yash Chopra , Aditya Chopra",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"S. K. Films Enterprises – Boney Kapoor , Surinder Kapoor",,False,"No Entry | S. K. Films Enterprises – Boney Kapoor , Surinder Kapoor",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Lighthouse Entertainment – Bobby Pushkarna, Kavita Pushkarna",,False,"Page 3 | Lighthouse Entertainment – Bobby Pushkarna, Kavita Pushkarna",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Vinod Chopra Productions – Vidhu Vinod Chopra,,False,Parineeta | Vinod Chopra Productions – Vidhu Vinod Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"UTV Motion Pictures , Rakeysh Omprakash Mehra Pictures – Ronnie Screwvala , Rakeysh Omprakash Mehra",,True,"Rang De Basanti | UTV Motion Pictures , Rakeysh Omprakash Mehra Pictures – Ronnie Screwvala , Rakeysh Omprakash Mehra",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Yash Raj Films – Yash Chopra , Aditya Chopra",,False,"Dhoom 2 | Yash Raj Films – Yash Chopra , Aditya Chopra",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Excel Entertainment Pvt. Ltd. – Ritesh Sidhwani , Farhan Akhtar",,False,"Don | Excel Entertainment Pvt. Ltd. – Ritesh Sidhwani , Farhan Akhtar",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Dharma Productions – Hiroo Yash Johar,,False,Kabhi Alvida Naa Kehna | Dharma Productions – Hiroo Yash Johar,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Film Kraft – Rakesh Roshan,,False,Krrish | Film Kraft – Rakesh Roshan,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Vinod Chopra Productions – Vidhu Vinod Chopra,,False,Lage Raho Munna Bhai | Vinod Chopra Productions – Vidhu Vinod Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Aamir Khan Productions – Aamir Khan,,True,Taare Zameen Par | Aamir Khan Productions – Aamir Khan,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Yash Raj Films – Yash Chopra , Aditya Chopra",,False,"Chak De! India | Yash Raj Films – Yash Chopra , Aditya Chopra",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Madras Talkies – Mani Ratnam , G. Srinivasan",,False,"Guru | Madras Talkies – Mani Ratnam , G. Srinivasan",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Shree Ashtavinayak Cine Vision – Dhillin Mehta,,False,Jab We Met | Shree Ashtavinayak Cine Vision – Dhillin Mehta,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Red Chillies Entertainment – Shahrukh Khan , Gauri Khan",,False,"Om Shanti Om | Red Chillies Entertainment – Shahrukh Khan , Gauri Khan",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Ashutosh Gowariker Productions, UTV Motion Pictures – Ashutosh Gowariker , Ronnie Screwvala",,True,"Jodhaa Akbar | Ashutosh Gowariker Productions, UTV Motion Pictures – Ashutosh Gowariker , Ronnie Screwvala",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions – Karan Johar , Prashant Shah",,False,"Dostana | Dharma Productions – Karan Johar , Prashant Shah",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Geetha Arts – Allu Aravind , Tagore Madhu, Madhu Mantena",,False,"Ghajini | Geetha Arts – Allu Aravind , Tagore Madhu, Madhu Mantena",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Aamir Khan Productions – Aamir Khan , Mansoor Khan",,False,"Jaane Tu... Ya Jaane Na | Aamir Khan Productions – Aamir Khan , Mansoor Khan",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Yash Raj Films – Yash Chopra , Aditya Chopra",,False,"Rab Ne Bana Di Jodi | Yash Raj Films – Yash Chopra , Aditya Chopra",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Excel Entertainment Pvt. Ltd. – Farhan Akhtar , Ritesh Sidhwani",,False,"Rock On!! | Excel Entertainment Pvt. Ltd. – Farhan Akhtar , Ritesh Sidhwani",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Vinod Chopra Productions – Vidhu Vinod Chopra,,True,3 Idiots | Vinod Chopra Productions – Vidhu Vinod Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,UTV Motion Pictures – Ronnie Screwvala,,False,Dev.D | UTV Motion Pictures – Ronnie Screwvala,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Illuminati Films – Saif Ali Khan , Dinesh Vijan",,False,"Love Aaj Kal | Illuminati Films – Saif Ali Khan , Dinesh Vijan",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"AB Corp Ltd. – Amitabh Bachchan , Abhishek Bachchan , Sunil Manchanda",,False,"Paa | AB Corp Ltd. – Amitabh Bachchan , Abhishek Bachchan , Sunil Manchanda",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions – Karan Johar , Hiroo Yash Johar",,False,"Wake Up Sid | Dharma Productions – Karan Johar , Hiroo Yash Johar",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Arbaaz Khan Productions & Shree Ashtavinayak Cine Vision Ltd , – Arbaaz Khan , Malaika Arora Khan & Dhillin Mehta",,True,"Dabangg | Arbaaz Khan Productions & Shree Ashtavinayak Cine Vision Ltd , – Arbaaz Khan , Malaika Arora Khan & Dhillin Mehta",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Yash Raj Films – Yash Chopra , Aditya Chopra",,False,"Band Baaja Baaraat | Yash Raj Films – Yash Chopra , Aditya Chopra",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions , Red Chillies Entertainment – Hiroo Yash Johar, Gauri Khan",,False,"My Name Is Khan | Dharma Productions , Red Chillies Entertainment – Hiroo Yash Johar, Gauri Khan",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Aamir Khan Productions – Aamir Khan,,False,Peepli Live | Aamir Khan Productions – Aamir Khan,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"UTV Motion Pictures , Anurag Kashyap Films – Ronnie Screwvala , Anurag Kashyap , Sanjay Singh",,False,"Udaan | UTV Motion Pictures , Anurag Kashyap Films – Ronnie Screwvala , Anurag Kashyap , Sanjay Singh",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Excel Entertainment – Farhan Akhtar , Ritesh Sidhwani",,True,"Zindagi Na Milegi Dobara | Excel Entertainment – Farhan Akhtar , Ritesh Sidhwani",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Aamir Khan Productions, UTV Motion Pictures – Aamir Khan , Kiran Rao , Ronnie Screwvala",,False,"Delhi Belly | Aamir Khan Productions, UTV Motion Pictures – Aamir Khan , Kiran Rao , Ronnie Screwvala",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Excel Entertainment , – Farhan Akhtar , Ritesh Sidhwani , Shahrukh Khan",,False,"Don 2 | Excel Entertainment , – Farhan Akhtar , Ritesh Sidhwani , Shahrukh Khan",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,UTV Spotboy – Ronnie Screwvala,,False,No One Killed Jessica | UTV Spotboy – Ronnie Screwvala,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Shree Ashtavinayak Cine Vision Ltd , Eros International – Dhilin Mehta",,False,"Rockstar | Shree Ashtavinayak Cine Vision Ltd , Eros International – Dhilin Mehta",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"ALT Entertainment & Balaji Motion Pictures – Ekta Kapoor , Shobha Kapoor",,False,"The Dirty Picture | ALT Entertainment & Balaji Motion Pictures – Ekta Kapoor , Shobha Kapoor",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,UTV Motion Pictures – Ronnie Screwvala and Siddharth Roy Kapur,,True,Barfi! | UTV Motion Pictures – Ronnie Screwvala and Siddharth Roy Kapur,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Eros Entertainment – Sunil Lulla, R. Balki , and Rakesh Jhunjhunwala",,False,"English Vinglish | Eros Entertainment – Sunil Lulla, R. Balki , and Rakesh Jhunjhunwala",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Viacom 18 Motion Pictures – Anurag Kashyap and Sunil Bohra,,False,Gangs of Wasseypur | Viacom 18 Motion Pictures – Anurag Kashyap and Sunil Bohra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Viacom 18 Motion Pictures and Pen India Limited – Sujoy Ghosh and Kushal Kantilal Gada,,False,Kahaani | Viacom 18 Motion Pictures and Pen India Limited – Sujoy Ghosh and Kushal Kantilal Gada,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Eros Entertainment and John Abraham Entertainment – John Abraham,,False,Vicky Donor | Eros Entertainment and John Abraham Entertainment – John Abraham,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Rakeysh Omprakash Mehra , Rajiv Tandon and P. S. Barathi",,True,"Bhaag Milkha Bhaag | Rakeysh Omprakash Mehra , Rajiv Tandon and P. S. Barathi",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"UTV Motion Pictures and Red Chillies Entertainment – Ronnie Screwvala , Siddharth Roy Kapur and Gauri Khan",,False,"Chennai Express | UTV Motion Pictures and Red Chillies Entertainment – Ronnie Screwvala , Siddharth Roy Kapur and Gauri Khan",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"SLB Films and Eros International – Sanjay Leela Bhansali , Kishore Lulla",,False,"Goliyon Ki Raasleela Ram-Leela | SLB Films and Eros International – Sanjay Leela Bhansali , Kishore Lulla",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Eros International – Krishika Lulla,,False,Raanjhanaa | Eros International – Krishika Lulla,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Dharma Productions – Karan Johar,,False,Yeh Jawaani Hai Deewani | Dharma Productions – Karan Johar,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Viacom 18 Motion Pictures and Phantom Films – Anurag Kashyap and Vikramaditya Motwane,,True,Queen | Viacom 18 Motion Pictures and Phantom Films – Anurag Kashyap and Vikramaditya Motwane,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Dharma Productions and Nadiadwala Grandson Entertainment – Karan Johar and Sajid Nadiadwala,,False,2 States | Dharma Productions and Nadiadwala Grandson Entertainment – Karan Johar and Sajid Nadiadwala,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,UTV Motion Pictures and Vishal Bhardwaj Pictures – Vishal Bhardwaj and Siddharth Roy Kapur,,False,Haider | UTV Motion Pictures and Vishal Bhardwaj Pictures – Vishal Bhardwaj and Siddharth Roy Kapur,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,SLB Films and Viacom 18 Motion Pictures – Sanjay Leela Bhansali,,False,Mary Kom | SLB Films and Viacom 18 Motion Pictures – Sanjay Leela Bhansali,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Rajkumar Hirani Films and Vinod Chopra Films – Rajkumar Hirani and Vidhu Vinod Chopra,,False,PK | Rajkumar Hirani Films and Vinod Chopra Films – Rajkumar Hirani and Vidhu Vinod Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"SLB Films and Eros International – Sanjay Leela Bhansali , Kishore Lulla",,True,"Bajirao Mastani | SLB Films and Eros International – Sanjay Leela Bhansali , Kishore Lulla",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Maddock Films and Eros International – Dinesh Vijan , Sunil Lulla",,False,"Badlapur | Maddock Films and Eros International – Dinesh Vijan , Sunil Lulla",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Salman Khan Films and Eros International – Salman Khan , Rockline Venkatesh",,False,"Bajrangi Bhaijaan | Salman Khan Films and Eros International – Salman Khan , Rockline Venkatesh",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"MSM Motion Pictures , Saraswati Entertainment Creations Limited and Yash Raj Films – N. P. Singh, Ronnie Lahiri, Sneha Rajani",,False,"Piku | MSM Motion Pictures , Saraswati Entertainment Creations Limited and Yash Raj Films – N. P. Singh, Ronnie Lahiri, Sneha Rajani",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"VB Pictures and Junglee Pictures – Vineet Jain , Vishal Bhardwaj",,False,"Talvar | VB Pictures and Junglee Pictures – Vineet Jain , Vishal Bhardwaj",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Colour Yellow Productions and Eros International – Krishika Lulla, Aanand L. Rai",,False,"Tanu Weds Manu Returns | Colour Yellow Productions and Eros International – Krishika Lulla, Aanand L. Rai",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Walt Disney Pictures , Aamir Khan Productions and UTV Motion Pictures – Aamir Khan , Kiran Rao , Siddharth Roy Kapoor",,True,"Dangal | Walt Disney Pictures , Aamir Khan Productions and UTV Motion Pictures – Aamir Khan , Kiran Rao , Siddharth Roy Kapoor",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions and Fox Star Studios – Hiroo Yash Johar, Karan Johar , Apoorva Mehta",,False,"Kapoor & Sons | Dharma Productions and Fox Star Studios – Hiroo Yash Johar, Karan Johar ,  Apoorva Mehta",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Bling Unplugged and Fox Star Studios – Atul Kasbekar , Shanti Sivaram Maini",,False,"Neerja | Bling Unplugged and Fox Star Studios – Atul Kasbekar , Shanti Sivaram Maini",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Rising Sun Films and Rashmi Sharma Telefilms – Rashmi Sharma, Ronnie Lahiri, Sheel Kumar, Shoojit Sircar",,False,"Pink | Rising Sun Films and Rashmi Sharma Telefilms – Rashmi Sharma, Ronnie Lahiri, Sheel Kumar, Shoojit Sircar",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Yash Raj Films – Aditya Chopra,,False,Sultan | Yash Raj Films – Aditya Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Balaji Motion Pictures and Phantom Films – Shobha Kapoor , Ekta Kapoor , Anurag Kashyap , Vikramaditya Motwane , Aman Gill, Vikas Bahl , Sameer Nair , Madhu Mantena",,False,"Udta Punjab | Balaji Motion Pictures and Phantom Films – Shobha Kapoor , Ekta Kapoor , Anurag Kashyap , Vikramaditya Motwane , Aman Gill, Vikas Bahl , Sameer Nair , Madhu Mantena",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"T-Series and Maddock Films – Dinesh Vijan , Bhushan Kumar , Krishan Kumar",,True,"Hindi Medium | T-Series and Maddock Films – Dinesh Vijan , Bhushan Kumar , Krishan Kumar",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions – Karan Johar , Hiroo Johar and Apoorva Mehta",,False,"Badrinath Ki Dulhania | Dharma Productions – Karan Johar , Hiroo Johar and Apoorva Mehta",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,BR Studios and Junglee Pictures – Renu Ravi Chopra and Vineet Jain,,False,Bareilly Ki Barfi | BR Studios and Junglee Pictures – Renu Ravi Chopra and Vineet Jain,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Aamir Khan Productions – Aamir Khan and Kiran Rao,,False,Secret Superstar | Aamir Khan Productions – Aamir Khan and Kiran Rao,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Viacom 18 Motion Pictures , KriArj Entertainment and Friday Filmworks – Aruna Bhatia, Shital Bhatia, Prernaa Arora, Arjun N. Kapoor and Hitesh Thakkar",,False,"Toilet: Ek Prem Katha | Viacom 18 Motion Pictures , KriArj Entertainment and Friday Filmworks – Aruna Bhatia, Shital Bhatia, Prernaa Arora, Arjun N. Kapoor and Hitesh Thakkar",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions and Junglee Pictures – Vineet Jain , Karan Johar , Hiroo Yash Johar, Apoorva Mehta",,True,"Raazi | Dharma Productions and Junglee Pictures – Vineet Jain , Karan Johar , Hiroo Yash Johar, Apoorva Mehta",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Viacom 18 Motion Pictures and Matchbox Pictures – Sriram Raghavan,,False,Andhadhun | Viacom 18 Motion Pictures and Matchbox Pictures – Sriram Raghavan,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Junglee Pictures and Chrome Pictures – Vineet Jain , Aleya Sen , Hemant Bhandari, Amit Ravindernath Sharma, Sushil Choudhary, and Priti Sahani",,False,"Badhaai Ho | Junglee Pictures and Chrome Pictures – Vineet Jain , Aleya Sen , Hemant Bhandari, Amit Ravindernath Sharma, Sushil Choudhary, and Priti Sahani",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"SLB Films and Viacom 18 Motion Pictures – Sanjay Leela Bhansali , Sudhanshu Vats, and Ajit Andhare",,False,"Padmaavat | SLB Films and Viacom 18 Motion Pictures – Sanjay Leela Bhansali , Sudhanshu Vats, and Ajit Andhare",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Rajkumar Hirani Films and Vinod Chopra Films – Rajkumar Hirani and Vidhu Vinod Chopra,,False,Sanju | Rajkumar Hirani Films and Vinod Chopra Films – Rajkumar Hirani and Vidhu Vinod Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Maddock Films , and D2R Films – Dinesh Vijan , Raj Nidimoru and Krishna D.K.",,False,"Stree | Maddock Films , and D2R Films – Dinesh Vijan , Raj Nidimoru and Krishna D.K.",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Excel Entertainment and Tiger Baby Films – Farhan Akhtar , Zoya Akhtar and Ritesh Sidhwani",,True,"Gully Boy | Excel Entertainment and Tiger Baby Films – Farhan Akhtar , Zoya Akhtar and Ritesh Sidhwani",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Nadiadwala Grandson Entertainment – Sajid Nadiadwala,,False,Chhichhore | Nadiadwala Grandson Entertainment – Sajid Nadiadwala,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Cape of Good Films, Hope Productions, Fox Star Studios , Aruna Bhatia, Anil Naidu",,False,"Mission Mangal | Cape of Good Films, Hope Productions, Fox Star Studios , Aruna Bhatia, Anil Naidu",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,RSVP Movies – Ronnie Screwvala,,False,Uri: The Surgical Strike | RSVP Movies – Ronnie Screwvala,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Yash Raj Films – Aditya Chopra,,False,War | Yash Raj Films – Aditya Chopra,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Benaras Media Works and T-Series – Bhushan Kumar , Krishan Kumar , and Anubhav Sinha",,True,"Thappad | Benaras Media Works and T-Series – Bhushan Kumar , Krishan Kumar , and Anubhav Sinha",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Rising Sun Films and Kino Works – Ronnie Lahiri and Sheel Kumar,,False,Gulabo Sitabo | Rising Sun Films and Kino Works –  Ronnie Lahiri and Sheel Kumar,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions and Zee Studios – Karan Johar , Hiroo Yash Johar and Apoorva Mehta",,False,"Gunjan Saxena: The Kargil Girl | Dharma Productions and Zee Studios – Karan Johar , Hiroo Yash Johar and Apoorva Mehta",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"T-Series – Bhushan Kumar , Divya Khosla Kumar , Krishan Kumar and Anurag Basu",,False,"Ludo | T-Series – Bhushan Kumar , Divya Khosla Kumar , Krishan Kumar and Anurag Basu",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Ajay Devgn FFilms and T-Series – Ajay Devgn , Bhushan Kumar and Krishan Kumar",,False,"Tanhaji: The Unsung Warrior | Ajay Devgn FFilms and T-Series – Ajay Devgn , Bhushan Kumar and Krishan Kumar",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions , Kaash Entertainment, Amazon Prime Video",,True,"Shershaah | Dharma Productions , Kaash Entertainment, Amazon Prime Video",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Drishyam Films , Jio Studios",,False,"Ramprasad Ki Tehrvi | Drishyam Films , Jio Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"RSVP Movies , Mango People Media Network, ZEE5",,False,"Rashmi Rocket | RSVP Movies , Mango People Media Network, ZEE5",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Rising Sun Films , Kino Works, Amazon Prime Video",,False,"Sardar Udham | Rising Sun Films , Kino Works, Amazon Prime Video",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Bhansali Productions, Pen Studios",,True,"Gangubai Kathiawadi | Bhansali Productions, Pen Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Junglee Pictures , Zee Studios",,False,"Badhaai Do | Junglee Pictures , Zee Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"T-Series Films , Cine1 Studios",,False,"Bhool Bhulaiyaa 2 | T-Series Films , Cine1 Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions , Star Studios , Prime Focus, Starlight Pictures",,False,"Brahmāstra: Part One – Shiva | Dharma Productions , Star Studios , Prime Focus, Starlight Pictures",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Zee Studios , Abhishek Agarwal Arts",,False,"The Kashmir Files | Zee Studios , Abhishek Agarwal Arts",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Rajshri Productions , Mahaveer Jain Films , Boundless Media",,False,"Uunchai | Rajshri Productions , Mahaveer Jain Films , Boundless Media",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Vinod Chopra Films , Zee Studios",,True,"12th Fail | Vinod Chopra Films , Zee Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"T-Series Films , Cine1 Studios, Bhadrakali Pictures",,False,"Animal | T-Series Films , Cine1 Studios, Bhadrakali Pictures",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Cape of Good Films , Viacom18 Studios , Wakaoo Films",,False,"OMG 2 | Cape of Good Films , Viacom18 Studios , Wakaoo Films",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Yash Raj Films,,False,Pathaan | Yash Raj Films,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Red Chillies Entertainment,,False,Jawan | Red Chillies Entertainment,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions , Viacom18 Studios",,False,"Rocky Aur Rani Kii Prem Kahaani | Dharma Productions , Viacom18 Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Jio Studios , Aamir Khan Productions , Kindling Pictures",,True,"Laapataa Ladies | Jio Studios , Aamir Khan Productions , Kindling Pictures",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Jio Studios , B62 Studios",,False,"Article 370 | Jio Studios , B62 Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"T-Series Films , Cine1 Studios",,False,"Bhool Bhulaiyaa 3 | T-Series Films , Cine1 Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Dharma Productions , Sikhya Entertainment",,False,"Kill | Dharma Productions , Sikhya Entertainment",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,"Maddock Films , Jio Studios",,False,"Stree 2 | Maddock Films , Jio Studios",https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Yash Raj Films SLB Films UTV Motion Pictures Bimal Roy Productions Aamir Khan Productions,,False,4 | Yash Raj Films SLB Films UTV Motion Pictures Bimal Roy Productions Aamir Khan Productions,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,Dharma Productions,,False,3 | Dharma Productions,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
,FilmKraft T-Series ROMP Excel Entertainment Vinod Chopra Films,,False,2 | FilmKraft T-Series ROMP Excel Entertainment Vinod Chopra Films,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Film
