award_show,year,ceremony_edition,category,nominee_name,work_title,role_or_character,result,language,source_url
Filmfare Awards South,2008,,Best Music Director,Mickey J. Meyer,Kotha Bangaru Lokam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2007,,Best Music Director,Mickey J. Meyer,Happy Days,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2006,,Best Music Director,Devi Sri Prasad [ 12 ],Bommarillu,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2005,,Best Music Director,Devi Sri Prasad [ 13 ],Nuvvostanante Nenoddantana,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2004,,Best Music Director,Devi Sri Prasad [ 14 ],Varsham,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2003,,Best Music Director,Mani Sharma,Okkadu,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2002,,Best Music Director,R. P. Patnaik [ 15 ] [ 16 ],Santosham,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2001,,Best Music Director,R. P. Patnaik [ 17 ],Nuvvu Nenu,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2000,,Best Music Director,Mani Sharma,Chirunavvutho,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1999,,Best Music Director,S.A. Rajkumar [ 18 ],Raja,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1998,,Best Music Director,Mani Sharma [ 19 ],Choodalani Vundi,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1997,,Best Music Director,Vandemataram Srinivas [ 20 ] [ 21 ],Osey Ramulamma,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1996,,Best Music Director,M. M. Keeravani [ 22 ] [ 23 ],Pelli Sandadi,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1995,,Best Music Director,M. M. Keeravani [ 24 ] [ 25 ],Subha Sankalpam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1994,,Best Music Director,M. M. Keeravani [ 26 ],Criminal,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1993,,Best Music Director,M. M. Keeravani [ 27 ],Allari Priyudu,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1992,,Best Music Director,K. V. Mahadevan [ 28 ],Swathi Kiranam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1991,,Best Music Director,M. M. Keeravani [ 29 ],Kshana Kshanam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,1990,,Best Music Director,Ilaiyaraaja [ 30 ],Bobbili Raja,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2024,,Best Female Playback Singer,Shilpa Rao,Devara: Part 1,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2023,,Best Female Playback Singer,Shweta Mohan,Sir,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2022,,Best Female Playback Singer,Chinmayi,Sita Ramam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2020 / 21,,Best Female Playback Singer,Indravathi Chauhan,Pushpa: The Rise,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2018,,Best Female Playback Singer,Shreya Ghoshal,Bhaagamathie,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2017,,Best Female Playback Singer,Madhu Priya,Fidaa,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2016,,Best Female Playback Singer,K. S. Chithra,Nenu Sailaja,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2015,,Best Female Playback Singer,Geetha Madhuri,Baahubali: The Beginning,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2014,,Best Female Playback Singer,Sunitha,Oohalu Gusagusalade,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2013,,Best Female Playback Singer,K. S. Chithra,Seethamma Vakitlo Sirimalle Chettu,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2012,,Best Female Playback Singer,Suchitra,Businessman,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2011,,Best Female Playback Singer,Shreya Ghoshal,Sri Rama Rajyam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2010,,Best Female Playback Singer,Geetha Madhuri,Golimaar,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2009,,Best Female Playback Singer,Priya Himesh,Arya 2,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2008,,Best Female Playback Singer,Shweta Pandit,Kotha Bangaru Lokam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2007,,Best Female Playback Singer,Sadhana Sargam,Munna,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2006,,Best Female Playback Singer,Mamta Mohandas,Rakhi,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2005,,Best Female Playback Singer,Smita,Anukokunda Oka Roju,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2004,,Best Female Playback Singer,K. S. Chithra,Varsham,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu
Filmfare Awards South,2010,,Critics Best Film,Prasthanam,Deva Katta,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Film_–_Telugu
Filmfare Awards South,2022,,Critics Best Film,Sita Ramam,Hanu Raghavapudi,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Film_–_Telugu
Filmfare Awards South,2023,,Critics Best Film,Baby,Sai Rajesh,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Film_–_Telugu
Filmfare Awards South,2024,,Critics Best Film,Lucky Baskhar,Venky Atluri,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Film_–_Telugu
Filmfare Awards South,2015,,Critics Best Actor,Nani,Bhale Bhale Magadivoy,Lakkaraju,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2016,,Critics Best Actor,Allu Arjun,Sarrainodu,Gana,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2017,,Critics Best Actor,Venkatesh,Guru,Aditya Rao,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2018,,Critics Best Actor,Dulquer Salmaan,Mahanati,Gemini Ganesan,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2020 / 21,,Critics Best Actor,Nani,Shyam Singha Roy,Shyam Singha Roy/Vasudev Ghanta,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2022,,Critics Best Actor,Dulquer Salmaan,Sita Ramam,Ram,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Critics Best Actor,Naveen Polishetty,Miss Shetty Mr Polishetty,Siddhu Polishetty,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Critics Best Actor,Prakash Raj,Ranga Maarthaanda,Raghava Rao,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2024,,Critics Best Actor,Teja Sajja,Hanu-Man,Hanumanthu,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2015,,Critics Best Actress,Nithya Menen,Malli Malli Idi Rani Roju,Nazeera Khanum,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2016,,Critics Best Actress,Ritu Varma,Pelli Choopulu,Chitra,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2017,,Critics Best Actress,Ritika Singh,Guru,Rameswari,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2018,,Critics Best Actress,Rashmika Mandanna,Geetha Govindam,Geetha,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Critics Best Actress,Sai Pallavi,Shyam Singha Roy,Maithreyi / Rosie,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2022,,Critics Best Actress,Vennela,[ 6 ],Virata Parvam,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2023,,Critics Best Actress,Vaishnavi Chaitanya,Baby,Vaishnavi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2024,,Critics Best Actress,Kajal Aggarwal,Satyabhama,Satyabhama IPS,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Critics_Award_for_Best_Actress_–_Telugu
